index	reason	de	hsb
2332	length_ratio	Informationen zu Akku, Netzanschluss, Ruhezustand und PowerDevil.Name	Name
2337	length_ratio	Systemstatus-InformationenName	Informacija wo systemowych procesachName
2339	length_ratio	Informationen und Verwaltungsdienste für alle verfügbaren Fenster.Name	Name
2342	length_ratio	BBC-Wetter aus dem UK-MET-BüroComment	Comment
2343	length_ratio	XML-Daten aus dem UK-MET-BüroName	Name
2345	length_ratio	XML-Daten von Environment CanadaName	Name
2347	length_ratio	XML-Daten von NOAA's nationalem WetterdienstName	Name
2351	length_ratio	Wetterdaten aus verschiedenen Online-QuellenName_BAR_plasma runner	Name
2356	length_ratio	Gerade laufende Anwendungen beendenName	Name
2358	length_ratio	Öffnet Dateien und AdressenName	Name
2360	length_ratio	Starter, der eine Desktopsuche mit Nepomuk ausführt.Comment	Comment
2365	length_ratio	Auffinden von Anwendungen, Einrichtungsprogrammen und DienstenName	Name
2369	length_ratio	Führt Shell-Befehle ausName_BAR_plasma runner	Name
2372	length_ratio	Listet Fenster und Arbeitsflächen auf und wechselt zwischen ihnen.Name	Name
2375	duplicate	Google Gadgets (Miniprogramme)Comment	Name=GlinesComment
2378	length_ratio	Plasma-Miniprogramm-Unterstützung, geschrieben in PythonName	Name
2380	length_ratio	Unterstützung für Plasma-Datentreiber in PythonName	Name
2384	length_ratio	Unterstützung in Plasma für Python-HintergrundbilderName	Name
2389	length_ratio	Echtes Plasma-Programm, geschrieben in RubyName	Name
2397	length_ratio	Webseiten-Miniprogramm (verwendet HTML und JavaScript)Name	Name
2404	length_ratio	Suchfeld für einen Starter-ManagerName	Name
2405	length_ratio	Kontrollleiste für mobile Internet-GeräteName	Name
2408	length_ratio	Eine Aktivität, die Miniprogramme in zwei Spalten anordnetName	Comment
2410	length_ratio	Spezieller Container mit AnwendungsstarterName	Comment
2412	length_ratio	Menüeintrag für die Aktivität„ Suchen und Starten“ von PlasmaComment	Comment
2417	length_ratio	Eine Sammlung lustiger SpieleComment	Comment
2418	length_ratio	Grafikanwendungen wie Malprogramme und BildbetrachterComment	Comment
2419	length_ratio	Internet-Anwendungen wie Webbrowser, E-Mail-Programm oder ChatComment	Comment
2420	length_ratio	Multimedia-Anwendungen wie Abspielprogramme für Audio und VideoComment	Comment
2421	length_ratio	Büroanwendungen wie Textverarbeitung oder TabellenkalkulationComment	Comment
2425	length_ratio	Treiber zur Behandlung von Anfragen an den Container„ Suchen und Ausführen“ Name	Name
2431	length_ratio	Anpassen einzelner Elemente der ArbeitsflächeName	Name
2433	length_ratio	Einrichten von Richtlinien für Anwendungen durch PolicyKitComment	Comment
2435	length_ratio	Einstellungen zu Bildschirmhelligkeit, Ruhezustand und EnergieprofilenComment	Comment
2439	length_ratio	Benachrichtigt über einen kritischen ZustandName	Name
2451	length_ratio	Bei der Durchführung der Aktion ist ein Fehler aufgetreten.Name	Name
2453	length_ratio	Das Profil ist gewechselt worden.Name	Name
2455	length_ratio	Diese Benachrichtigung wird angezeigt, wenn eine Bereitschaftsmodus-Aktion ausgeführt werden soll (ein Rückwärtszähler wird gestartet). Es wird empfohlen, diese Einstellung aktiviert zu lassen.Name	Name
2456	length_ratio	Interner Fehler von PowerDevilComment	Name=InternetComment
2457	length_ratio	PowerDevil hat einen internen Fehler festgestellt.Name	Name
2459	length_ratio	Der Bereitschaftsmodus ist unterbunden worden, weil eine Anwendung dies angefordert hat.Name	Name
2461	length_ratio	Bluetooth-Verwaltung mit Hilfe von BlueZName	Name
2463	length_ratio	Energieverwaltung mit Hilfe des HAL-Dienstes von freedesktop.orgName	Name
2465	length_ratio	Einrichtung zur Geräte-Integration mit SolidName	Name
2469	length_ratio	Überprüft den Status von Netzwerkschnittstellen und benachrichtigt Programme, die das Netzwerk verwendenName	Name
2471	length_ratio	Netzwerkverwaltung mit dem NetworkManagerName	Name
2473	length_ratio	Netzwerkverwaltung mit dem NetworkManager Version 0.7Name	Name
2479	length_ratio	Treiber-AliasName	DJ- Měšak a wothrawakGenericName
2519	length_ratio	Kann die Frequenz wechselnName	Name
2529	length_ratio	Ein Werkzeug zum Einrichten der Aktionen, die für den Anwender verfügbar sein sollen, wenn neue Geräte an den Rechner angeschlossen werden.Name	Name
2537	length_ratio	SystemverwaltungName_BAR_Settings for common user needs (tab in System Settings).	Name=Zarjadowanje systemaName
2548	length_ratio	Eine klassische KDE-3-Ansicht für die Systemeinstellungen.Name	Name
2552	length_ratio	Die KDE-4-Ansicht mit SymbolenName	Name
2556	duplicate	DetailsName	NadrobnosćeName
2558	length_ratio	Ruhe in den FeldernName	Name
2559	length_ratio	Endlich Sommer in DeutschlandName	Name
2566	length_ratio	Die Ringe des SaturnComment	Name
2572	length_ratio	Netzwerk-BrowserComment	Browsowanje po lokalnej syćiComment
2573	length_ratio	VerlaufsbereichName	Bóčny pas za předchadne přikazyName
2587	duplicate	Ermöglicht den Aufruf Ihrer LieblingsprogrammeName	Startowar, kiž aplikacije wuwjedźeName
2590	identical	HydrogenName	HydrogenName
2614	identical	SIGILLComment	SIGILLComment
2616	identical	SIGABRTComment	SIGABRTComment
2618	identical	SIGFPEComment	SIGFPEComment
2619	length_ratio	Fließkomma-AusnahmeName	Floating point exception. Name
2620	identical	SIGSEGVComment	SIGSEGVComment
2636	duplicate	Dolphin-DiensteName	Napohlad w DolphinjeName
2637	identical	ApplixComment	ApplixComment
2648	length_ratio	Kontextmenü@title:tab	Kontekstowy meni@ title: tab
2649	length_ratio	Symbole@info	Piktogramy@ option: check Startup Settings
2650	length_ratio	Details@info	Nadrobnosće@ option: check Startup Settings
2666	length_ratio	Einspielen@info:status	Přispomnjenje dodać... @ info: status
2682	length_ratio	%1 (%2)@info:status	% 1 (% 2) @ info: status
2704	length_ratio	Dateimanager@info:credit	Datajowy rjadowar@ info: credit
2724	length_ratio	Ansichtsmodus@info:whatsthis	Družina napohlada@ info: whatsthis
2731	length_ratio	Hinzugefügt@item::intable	@ action: inmenu View
2732	length_ratio	Entfernt@item::intable	Znowa začitać@ title: window
2737	length_ratio	KleinSize	Małe@ item: inlistbox Grid spacing
2740	length_ratio	Heute@label	Dźensa@ title: group Date
2769	length_ratio	Geändert@item::inlistbox	Změnjene: @ option: check Additional Information
2772	length_ratio	Bewertung@item::inlistbox	Sortěrowanje: @ label Indicator when no tags defined
2774	length_ratio	Kommentar@title:window	Přispomnjenje dodać... @ title: window
2787	length_ratio	Gesamtgröße:@label	Cyłkowna wulkosć: @ label
2789	length_ratio	Geändert:@label	Změnjene: @ option: check Additional Information
2790	length_ratio	Eigentümer:@label	Wobsydnik@ option: check Additional Information
2791	length_ratio	Zugriffsrechte:@label	Přistupne prawa@ label: listbox
2792	length_ratio	Bewertung:@label	Sortěrowanje: @ label Indicator when no tags defined
2794	length_ratio	Kommentar:@info	Přispomnjenje dodać... @ info
2797	length_ratio	Abspielen	@ action: inmenu View
2801	length_ratio	Einfügen@title:group	Zasunyć@ action: inmenu Edit
2815	length_ratio	Dolphin-Komponente@title:window	Dolphin Part@ action: inmenu Edit
2825	length_ratio	Dolphin-Werkzeugleiste@title:menu	Dolphinowy nastrojowy pas@ title: menu
2827	length_ratio	Adresse@title:menu	Městno: @ title: menu
2828	length_ratio	Haupt-Werkzeugleiste@title:menu	Hłowny nastrojowy pas@ title: menu
2831	length_ratio	tr@erdfunkstelle.de	edi. werner@ gmx. de@ label
2850	length_ratio	Schriftgröße	Wulkosć pisma@ label Font style
2860	length_ratio	Raster-Abstand	Wotstawki w rastrje@ label
2872	length_ratio	Um Bestätigung bitten, wenn Fenster mit mehreren Unterfenstern geschlossen werden.	@ label
2917	length_ratio	Teilen@info	Dźělić@ option: check Startup Settings
2919	length_ratio	Schlagwort@label:textbox	Žane etikety@ label: textbox
2935	length_ratio	Name:@title:window	Mjeno: @ title: window
2942	length_ratio	Irgendwann@label	@ title: group Date
2949	length_ratio	Nicht gleich@label	@ label Indicator when no tags defined
2952	length_ratio	Byte@label	po datumje@ item: inlistbox Sort
2953	length_ratio	KByte@label	po datumje@ item: inlistbox Sort
2954	length_ratio	MByte@label	po datumje@ item: inlistbox Sort
2955	length_ratio	GByte@info:tooltip	po datumje@ info: tooltip
2958	length_ratio	Symbolgröße@label:listbox	Wulkosć piktogramow@ label: listbox
2959	length_ratio	Standard:@label:listbox	Standard: @ label: listbox
2960	length_ratio	Vorschau:@info:tooltip	Přehladka: @ info: tooltip
2975	length_ratio	Schriftart:@label:listbox	Pismo: @ label: listbox
2985	length_ratio	Dolphin-Eigenschaften@title:group	Připrawjeje Dolphina@ title: group
2987	length_ratio	Ansichten@title:group	Modusy pohladowanja@ title: menu
2988	length_ratio	Navigation@title:group	Nawigaciski pas@ title: group
2996	length_ratio	Startordner@label:textbox	Domjacy zapisk@ label: textbox
2997	length_ratio	Adresse:@action:button	Městno: @ action: button
3007	length_ratio	Ansichts-Eigenschaften@title:group	Swójstwa wobhladać@ title: group
3016	length_ratio	Einrichtung der Daten, die in der Kurzinfo angezeigt werden sollen.@title:window	@ title: window
3017	length_ratio	Ansichtsmodus:@item:inlistbox	Družina napohlada: @ item: inlistbox
3020	length_ratio	Absteigend@title:tab	Spadujo@ title: group Size
3054	length_ratio	Dateigröße@info:status	po wulkosći@ info: status
3071	length_ratio	Sie können uns beim Verbessern dieser Software helfen, indem Sie einen Fehlerbericht einsenden.@info/rich	@ info/ rich
3072	length_ratio	Sie können diesen Dialog auch einfach schließen, wenn Sie keinen Fehlerbericht einsenden möchten. @info/rich	@ info/ rich
3073	length_ratio	Um einen nützlichen Fehlerbericht zu erhalten, benötigen wir einige Informationen über den Absturz und über Ihr System. (Möglicherweise müssen Sie auch einige Debug-Pakete installieren.)@title	@ title
3075	length_ratio	Dieser Assistent führt Sie durch die nötigen Schritte, um einen Fehlerbericht an die KDE-Fehlerdatenbank zu senden. Bitte verfassen Sie alle Texte in englischer Sprache (sofern es Ihnen möglich ist), da KDE international entwickelt wird.@title	@ title
3077	length_ratio	Auf dieser Seite müssen Sie beschreiben, wieviel Sie über den Zustand von KDE und des Programms wissen, bevor es abgestürzt ist.@info/rich	@ info/ rich
3078	length_ratio	Beschreiben Sie die näheren Umstände des Absturzes bitte so detailliert wie möglich. Was haben Sie gerade gemacht oder versucht, als das Programm abstürzte? Sie können z. B. angeben: @info/rich crash situation example	@ info/ rich crash situation example
3080	length_ratio	Dokumente oder Bilder die Sie grade in Verwendung hatten sowie deren Typ/Format (Sie haben später auch noch die Möglichkeit, Ihrem Fehlerbericht eine Datei als Anlage mitzusenden)@info/rich crash situation example	@ info/ rich crash situation example
3084	length_ratio	oder weitere Besonderheiten, die Sie kurz vor dem Absturz bemerkt haben. @info/rich	@ info/ rich
3085	length_ratio	Bildschirmfotos können in einigen Fällen sehr hilfreich sein. Nachdem Sie den Fehlerbericht gesendet haben, können Sie in der KDE-Fehlerdatenbank ein Bildschirmfoto hinzufügen.@title	@ title
3087	length_ratio	Diese Seite erstellt eine Rückverfolgung (Backtrace) des Absturzes. Diese Informationen gibt dem Entwickler einen Hinweis darauf, wo die Anwendung abgestürzt ist.@info/rich	@ info/ rich
3088	length_ratio	Falls die Informationen zum Absturz nicht detailliert genug sind, müssen Sie möglicherweise Debug-Pakete installieren und die Absturz-Informationen neu laden (falls der Knopf Debug-Symbole installieren vorhanden ist, können Sie mit seiner Hilfe die fehlenden Informationen automatisch installieren).@info/rich	@ info/ rich
3089	length_ratio	Auf %1 finden Sie weitere Informationen über Rückverfolgungen, was sie bedeuten und worin ihr Nutzen liegt.@info/rich	@ info/ rich
3090	length_ratio	Sobald Sie eine detaillierte Rückverfolgung des Absturzes erhalten haben können Sie fortfahren.@title	@ title
3092	length_ratio	Mit Hilfe der gesammelten Informationen zu dem Absturz und Ihren Antworten auf den vorherigen Seiten wird Ihnen der Assistent mitteilen, ob es sinnvoll ist, den Fehler zu berichten.@info/rich	@ info/ rich
3093	length_ratio	Wenn ein Fehlerbericht sinnvoll ist, das Programm aber nicht von der KDE-Fehlerdatenbank unterstützt wird, sollten Sie direkt mit dem Betreuer/Entwickler des Programms Kontakt aufnehmen.@info/rich	@ info/ rich
3094	length_ratio	Falls der Assistent den Fehler als nicht berichtenswert einstuft, Sie aber anderer Meinung sind, so können Sie den Bericht selbstverständlich dennoch einsenden. Dazu müssen Sie sich an der KDE-Fehlerdatenbank anmelden und den Fehlerbericht dort von Hand eintragen. Außerdem können Sie im Assistenten einige Seiten zurück gehen und die angegebenen Informationen verbessern oder entsprechende Debug-Pakete für Ihr System installieren, um einen aussagekräftigeren Bericht zu erhalten.@title	@ title
3096	length_ratio	Möglicherweise haben wir Rückfragen und müssen Sie dazu kontaktieren. Dazu müssen Sie einen Zugang zur KDE-Fehlerdatenbank haben. Falls Sie noch keinen haben, können Sie diesen hier erhalten: %1 @info/rich	@ info/ rich
3097	length_ratio	Anschließend geben Sie bitte Ihren Benutzernamen und Ihr Passwort ein und melden sich an. Mit diesen Zugangsdaten können Sie sich später auch über die Internetseite der KDE-Fehlerdatenbank anmelden.@info/rich	@ info/ rich
3098	length_ratio	Möglicherweise öffnet sich beim Anmelden die digitale Brieftasche von KDE, um Ihre Zugangsdaten zur späteren Verwendung zu speichern. Falls Sie diesen Assistenten später erneut benutzen, werden Sie dann nur noch nach Ihrem Passwort für die digitale Brieftasche gefragt.@title	@ title
3100	length_ratio	In diesem Schritt wird in der Datenbank nach ähnlichen Absturzberichten gesucht. Wenn ähnliche Fehlerberichte gefunden werden, können Sie darauf doppelklicken, um Details zu lesen. Bitte überprüfen Sie, ob bereits ein Fehlerbericht für diesen Absturz vorhanden ist. @info/rich	@ info/ rich
3101	length_ratio	Wenn Sie sich sicher sind, dass Ihr Fehler mit einem zuvor berichteten Fehler identisch ist, können Sie Ihre Informationen an den bestehenden Fehlerbericht anhängen.@info/rich	@ info/ rich
3102	length_ratio	Falls Sie unsicher sind, ob Ihr Fehlerbericht der gleiche ist, folgen Sie bitte den Hauptoptionen, um Ihren Bericht als Duplikat zu markieren.@info/rich	@ info/ rich
3103	length_ratio	Wenn nicht genügend Duplikate oder ähnliche Berichte gefunden wurden, können Sie eine Suche nach weiteren Fehlerberichten erzwingen (sofern der Datumsbereich noch nicht überschritten ist).@info/rich	@ info/ rich
3104	length_ratio	Wenn Sie keine ähnlichen Fehlerberichte finden und auch sonst keine näheren Angaben zum Absturz machen können, sind Ihre Absturzinformationen leider nutzlos. In dem Fall wäre es besser, den Fehlerbericht nicht zu senden und den Assistenten an dieser Stelle abzubrechen.@title	@ title
3106	length_ratio	In diesem Fall sollten Sie eine Überschrift und eine Beschreibung zu dem Absturz schreiben. Beschreiben Sie bitte so gut Sie können. @info/rich	@ info/ rich
3107	length_ratio	Sie können auch angeben, wie Sie KDE beziehen (GNU/Linux-Distribution oder Paketsystem) oder ob Sie KDE aus den Quellen übersetzt haben.@info/rich	@ info/ rich
3110	length_ratio	In diesem Schritt wird der Fehlerbericht an die KDE-Fehlerdatenbank übermittelt; Sie werden benachrichtigt, wenn dies abgeschlossen ist. Anschließend wird die Internet-Adresse des Fehlerberichts in der KDE-Fehlerdatenbank angezeigt, damit Sie Ihren Bericht auch später noch ansehen und ändern können.@info/rich	@ info/ rich
3111	length_ratio	Falls der Vorgang fehlschlägt, klicken Sie bitte auf Erneut versuchen, um den Bericht noch einmal zu senden. Wenn der Fehlerbereicht aufgrund von Serverproblemen nicht gesendet werden kann. können Sie ihn in eine Datei speichern und später manuell in die Fehlerdatenbank einstellen.@info/rich	@ info/ rich
3113	length_ratio	Wenn Sie uns beim Verwalten und Organisieren der Fehlerberichte helfen, entlasten Sie damit die Entwickler und diese können sich auf das Beheben der eigentlichen Fehler konzentrieren. Dazu treten Sie dem BugSquad-Team im IRC bei - der Kanal heißt #kde-bugs auf dem FreeNode IRC-Server.@action:button	@ action: button
3115	length_ratio	Mit diesem Knopf können Sie die Rückverfolgung des Absturzes neu laden (Backtrace). Dies kann nützlich sein, wenn Sie die notwendigen Software-Pakete mit Debug-Symbolen installiert haben und mehr Details in der Rückverfolgung erhalten möchten.@action:button	@ action: button
3117	length_ratio	Drücken Sie diesen Knopf, um die fehlenden Debug-Symbol-Pakete zu installieren.@info:tooltip	@ info: tooltip
3118	length_ratio	Mit diesem Knopf können Sie die Detail-Informationen zum Absturz (Backtrace) in die Zwischenablage kopieren.@info:tooltip	@ info: tooltip
3120	length_ratio	Absturz-Details werden geladen... (dies könnte eine Weile dauern)@info	@ info
3121	length_ratio	Die Anwendung wird bereits von einem anderen Debug-Programm untersucht. Die Absturz-Details können nicht abgerufen werden.@info:status	@ info: status
3123	length_ratio	Ein anderes Debug-Programm ist bereits an die Anwendung gekoppelt. Daher kann DrKonqi keine Details zu dem Absturz abrufen (Backtrace). Beenden Sie bitte das andere Debug-Programm und klicken Sie anschließend auf Absturzinformationen neu laden .@info	@ info
3128	length_ratio	Die Bewertung dieser Absturzinformationen ist ungültig. Es handelt sich dabei um einen Fehler in DrKonqi selbst.@info/rich	@ info/ rich
3129	length_ratio	Um Fehlende Symbole zur Fehlersuche automatisch zu installieren können Sie den Knopf Debug-Symbole installieren drücken. Falls dies nicht funktioniert, lesen Sie bitte den Hilfetext wie man nützliche Fehlerberichte erstellt, um zu erfahren, wie man eine nützliche Rückverfolgung eines Absturzes erzeugen kann. Nachdem Sie die nötigen Softwarepakete installiert haben, klicken Sie auf bitte auf Absturzinformationen neu laden .@info:status	@ info: status
3132	length_ratio	Sie können versuchen, die Rückverfolgung neu zu erzeugen, indem Sie auf Absturzinformationen neu laden klicken.@info:status	@ info: status
3134	length_ratio	Bitte installieren Sie das Debug-Paket (%1) und drücken Sie anschließend auf Absturzinformationen neu laden .@title:window	@ title: window
3140	length_ratio	Fehler beim Anhängen der Daten an den Fehlerbericht: %1@info	@ info
3143	length_ratio	Die automatische Installation fehlender Debug-Symbole wird angeforder ...@info	@ info
3144	length_ratio	Die Pakete mit den Debug-Symbolen für diese Anwendung können nicht gefunden werden.@info	@ info
3151	length_ratio	Es tut uns sehr leid, das Programm %1 wurde unerwartet beendet. @info	@ info
3152	length_ratio	Der Assistent zum Berichten von Fehlern ist deaktiviert, weil der Dialog zur Fehlerbehandlung im abgesicherten Modus gestartet wurde. Sie können den Fehler aber manuell an %1 berichten (übermitteln Sie bitte auch die Daten zur Rückverfolgung aus der Karteikarte für Entwickler). @info	@ info
3153	length_ratio	Sie können uns behilflich sein, KDE-Software zu verbessern, indem Sie diesen Fehler melden. Mehr über Fehlerberichte Falls Sie diesen Fehler nicht melden möchten, können Sie dieses Fenster ohne weiteres schließen. @info	@ info
3157	length_ratio	Fehlersuche@info:tooltip	& Debugger@ info: tooltip
3160	length_ratio	Mit diesem Knopf können Sie die abgestürzte Anwendung neu starten.@info:tooltip	@ info: tooltip
3179	length_ratio	thd@kde.org	e. werner@ rz. uni- leipzig. de
3183	length_ratio	Benutzerdefinierte Einstellungen der Anwendung, die möglicherweise in Zusammenhang zu bringen sind@label:textbox	@ label: textbox
3185	length_ratio	Bitte prüfen Sie, ob dieser Fehler bereits berichtet wurde. Doppelklicken Sie auf einen Bericht in der Liste und vergleichen Sie in mit Ihrem. Sie können Ihren Bericht auch als mögliches Duplikat eines anderen Berichts markieren oder Ihre Informationen an den bestehenden Bericht anhängen.@title:column	@ title: column
3189	length_ratio	Vervollständigen Sie bitte die Felder des Fehlerberichts: Schreiben Sie bitte auf Englisch. @label:textbox	@ label: textbox
3198	length_ratio	Sie sehen eine Vorschau des Fehlerberichts, so wie er gesendet wird. Falls Sie Änderungen vornehmen möchten, gehen Sie bitte zurück zu den vorherigen Seiten.@option:check	@ option: check
3200	length_ratio	Nachdem auf Fertigstellen geklickt wurde die Anwendung neu starten@info	@ info
3201	length_ratio	Die Kommunikation zwischen Ihnen und den Entwicklern ist entscheidend für die Fehlersuche und -behebung. Um den Assistenten fortsetzen zu können, müssen Sie zustimmen, dass die Entwickler Kontakt mit Ihnen aufnehmen dürfen. Falls Sie dies nicht wünschen, können Sie den Assistenten an dieser Stelle selbstverständlich einfach beenden. @title:window	@ title: window
3203	length_ratio	Willkommen beim Assistenten zum Berichten von Fehlern@title	@ title
3214	length_ratio	Möchten Sie diesen Assistenten wirklich beenden? Die Informationen zum Absturz sind weiterhin gültig, Sie können die Daten speichern, bevor Sie den Assistenten schließen. @title:window	@ title: window
3217	length_ratio	Die Informationen zum Absturz enthalten nicht genug nützliche Daten, möchten Sie Ihren Bericht verbessern? Dazu müssen Sie einige Debug-Pakete installieren.@title:window	@ title: window
3230	length_ratio	Klicken Sie auf diesen Knopf, um den erzeugten Fehlerbericht zu diesem Absturz einzusehen.@info/plain	@ info/ plain
3232	length_ratio	Die automatisch erzeugten Absturz-Informationen sind ausreichend nützlich.@info	@ info
3233	length_ratio	Die automatisch erzeugten Absturz-Informationen sind zwar nicht vollständig, aber könnten dennoch nützlich sein.@info	@ info
3234	length_ratio	Die automatisch erzeugten Absturz-Informationen sind unvollständig und es fehlen wichtige Details - sie sind vermutlich nicht nützlich.@info	@ info
3235	length_ratio	Die Absturzinformationen werden nicht erzeugt, weil sie nicht benötigt werden.@info	@ info
3236	length_ratio	Die automatisch erzeugten Absturz-Informationen sind zu unvollständig, um nützlich zu sein.@info	@ info
3237	length_ratio	Sie können die Informationen verbessern, indem Sie Debug-Software-Pakete installieren und den Absturz neu laden. Hilfe zu diesem Assistent erhalten Sie über den Knopf Hilfe. @info	@ info
3238	length_ratio	Die von Ihnen beigesteuerten Informationen werden als hilfreich eingestuft.@info	@ info
3239	length_ratio	Die von Ihnen beigesteuerten Informationen werden in diesem Fall als nicht ausreichend hilfreich eingestuft.@info	@ info
3241	length_ratio	Fehler zu diesem Programm werden an die KDE-Fehlerdatenbank übermittelt: Klicken Sie auf Weiter, um fortzufahren. Sie können Fehler auch ohne diesen Assistenten berichten; besuchen Sie dazu die Adresse %1 .@info	@ info
3242	length_ratio	Dieses Programm wird nicht von der KDE-Fehlerdatenbank unterstützt. Klicken Sie bitte auf Fertigstellen, um einen Fehlerbericht direkt an den Betreuer des Programms zu übermitteln. Sie können auch einen Bericht von Hand verfassen, indem Sie die Webseite %1 besuchen.@info	@ info
3243	length_ratio	Dieser Fehlerbericht enthält ungenügend Informationen für die Entwickler, daher ist die automatische Berichterstattung für diesen Absturz deaktiviert.@info	@ info
3244	length_ratio	Auf Wunsch können Sie auch zurück gehen und Ihre Antworten überarbeiten. @info	@ info
3245	length_ratio	Sie können manuell einen Fehlerbericht verfassen; besuchen Sie dazu die Adresse %1. Klicken Sie auf Fertigstellen, um diesen Assistenten zu beenden.@info	@ info
3246	length_ratio	Sie können einen Bericht an den Programmbetreuer senden, indem Sie die Webseite %1 besuchen. Klicken Sie auf Fertigstellen, um diesen Assistenten zu beenden.@info/plain report to url/mail address	@ info/ plain report to url/ mail address
3250	length_ratio	Um fortzufahren, müssen Sie sich mit Ihrem Zugang %1 anmelden.@action:button	@ action: button
3252	length_ratio	Drücken Sie diesen Knopf, um sich mit Ihren Benutzerdaten an der KDE-Fehlerdatenbank anzumelden.@info/rich	@ info/ rich
3253	length_ratio	Sie benötigen einen Zugang zur KDE-Fehlerdatenbank, um einen Fehler zu melden. Dies ist erforderlich, damit wir Sie später kontaktieren können, um nähere Informationen zu erfragen. Wenn Sie noch keinen Zugang haben, können Sie hier einen neuen Zugang anlegen. @info:status	@ info: status
3278	length_ratio	Die Beschreibung des Absturzes enthält nicht genügend Informationen.@info	@ info
3279	length_ratio	Die Überschrift und die Beschreibung des Absturzes enthalten nicht genügend Informationen.@info	@ info
3280	length_ratio	Wenn dem Fehlerbericht nicht genügend Informationen beigefügt werden, so verschwendet er möglicherweise nur die Zeit der Entwickler. Können Sie weitere Informationen beisteuern?@title:window	@ title: window
3282	length_ratio	Beispiele für gute Titel (diese sollten in Englisch verfasst werden!): „ Plasma crashed after adding the Notes widget and writing on it “„Konqueror crashed when accessing the Facebook application‚ X ‘“„Kopete suddenly closed after resuming the computer and talking to a MSN buddy “„Kate closed while editing a log file and pressing the Delete key a couple of times“ @action:button	@ action: button
3284	length_ratio	Drücken Sie diesen Knopf, um den Fehlerbericht erneut zu senden, falls ein vorheriger Versuch fehlgeschlagen ist.@info:status	@ info: status
3286	length_ratio	Der Fehlerbericht wurde gesendet. URL: %1 Vielen Dank für Ihren Beitrag zu KDE. Sie können dieses Fenster nun schließen.@info:status	@ info: status
3291	length_ratio	Drücken Sie diesen Knopf, um nach weiteren ähnlichen Berichten zu einem früheren Datum zu suchen.@action:button	@ action: button
3293	length_ratio	Drücken Sie diesen Knopf, um eine fehlgeschlagene Suche erneut zu versuchen.@action:button	@ action: button
3295	length_ratio	Drücken Sie diesen Knopf, um Details zu dem ausgewählten Fehlerbericht zu sehen.@action:button	@ action: button
3299	length_ratio	Mit diesem Knopf können Sie ein ausgewähtes mögliches Duplikat entfernen.@info	@ info
3300	length_ratio	Sie haben weder Duplikate ausgewählt, noch einen Bericht, an den Sie die Absturz-Informationen anhängen möchten. Haben Sie alle Fehlerberichte gelesen und sind sich sicher, dass es sich tatsächlich nicht um Duplikate handelt?@title:window	@ title: window
3302	length_ratio	Es wird nach Duplikaten gesucht (von %1 bis %2) ...@info:status	@ info: status
3315	length_ratio	Fehler beim Einholen der Fehlerbericht-Liste %1 Bitte warten Sie einen Augenblick und versuchen Sie es dann erneut.@title:window	@ title: window
3317	length_ratio	Geben Sie die Nummer des Fehlerberichtes ein, den Sie überprüfen möchten@label	@ label
3318	length_ratio	Der Bericht wird an den Fehler mit der Nummer %1 angehängt. Abbrechen @title:window	@ title: window
3320	length_ratio	Drücken Sie diesen Knopf, um das Laden des Fehlerberichts noch einmal zu versuchen.@action:button	@ action: button
3322	length_ratio	Drücken Sie diesen Knopf, um Ihren Absturz als Duplikat des angezeigten Fehlerberichts zu markieren. Dies hilft den Entwicklern festzustellen, ob es sich um ein Duplikat handelt oder nicht.@action:button	@ action: button
3324	length_ratio	Mit diesem Knopf können Sie die Detail-Informationen zum Absturz (Backtrace) an diesen Fehlerbericht anhängen; bitte tun Sie das nur, wenn Sie sicher sind, dass es sich um den gleichen Absturz handelt!@info	@ info
3328	length_ratio	Nein, den von mir gewählten Bericht lesen@info	@ info
3329	length_ratio	Der von Ihnen gewählte Bericht (Fehler %1) ist bereits als Duplikat von Fehler %2 markiert. Möchten Sie diesen stattdessen lesen? (empfohlen)@title:window	@ title: window
3338	length_ratio	Der Fehler wird durch ein Problem in einer externen Anwendung oder Bibliothek oder durch fehlerhafte Paketierung einer Distribution verursacht.@info bug status, %1 is the resolution	@ info bug status,% 1 is the resolution
3348	length_ratio	Dieser Fehlerbericht wurde als geschlossen markiert. Grund: %1. Wenn Sie sicher sind, das Ihr Absturz der gleiche ist, so wird es nur die Zeit der Entwickler verschwenden, weitere Informationen anzuhängen oder einen neuen Fehlerbericht zu erstellen. Sind Sie sicher, dass es sich bei Ihrem Absturz um den gleichen handelt?@title:window	@ title: window
3350	length_ratio	Wenn Sie neue Informationen an einen bestehenden Fehlerbericht anhängen möchten, sollten Sie sicher sein, dass es sich um den gleichen Absturz handelt. Möchten Sie Ihren Fehlerbericht an den Fehler mit der Nummer %1 anhängen?@title:window	@ title: window
3352	length_ratio	Fehler beim Einholen des Fehlerberichts %1 Bitte warten Sie einen Augenblick und versuchen Sie es dann erneut.@info	@ info
3354	length_ratio	Erklären Sie bitte ganz genau, was Sie machten, als das Programm abstürzte. @info question	unknown application
